基金名稱,類型,幣別,國泰世華,元大銀行,兆豐銀行,高雄銀行,渣打銀行,華泰銀行,京城銀行,將來銀行,連線銀行,永豐銀行,台中商銀,瑞興銀行,王道銀行,中國信託
高盛亞洲債券基金,後收累積,美元,0074B061,3371,2G36,●,X,8112,00330007,X,X,●,37BH,◎0448,NP001,04100043
高盛亞洲債券基金,後收月配,美元,0074B062,3372,2G37,3B62,X,8104,00330008,X,X,◎68B,37BI,◎0449,NP002,04100044
高盛亞洲債券基金,後收月配,對沖澳幣,0074B076,3391,2G38,●,X,●,●,X,X,◎79C,37FA,◎0470,NP003,04100045
高盛亞洲債券基金,後收月配,對沖南非幣,0074B082,3392,2G39,3B75,X,●,●,X,X,◎79B,37FB,●,NP004,04100046
高盛美國高股息基金,前收累積,美元,00740018,3321,1G14,3B21,X,8625,00270014,X,●,690,3724,0424,NN046,04100020
高盛美國高股息基金,前收累積,對沖歐元,00740019,3322,1G15,3B22,X,●,●,X,●,695,●,0425,NN047,04100059
高盛美國高股息基金,前收月配,美元,00740036,3347,1G26,3B27,X,8630,●,X,●,71W,3726,●,NN048,04100025
高盛美國高股息基金,前收月配,對沖澳幣,00740038,3348,1G27,3B40,X,8631,●,X,●,71X,3727,●,NN049,04100026
高盛美國高股息基金,前收月配,對沖南非幣,00740037,3349,1G28,3B23,X,●,●,X,●,71Y,3725,●,NN060,04100060
高盛美國高股息基金,後收累積,美元,0074B068,3380,2G14,3B53,X,8115,00330016,X,X,◎71R,37BP,0460,NP024,04100070
高盛美國高股息基金,後收月配,美元,0074B069,3383,2G26,3B63,X,8116,●,X,X,◎74Y,37BU,●,NP025,04100071
高盛美國高股息基金,後收月配,對沖澳幣,0074B070,3384,2G27,3B72,X,●,●,X,X,◎77V,37BV,●,NP026,04100072
高盛美國高股息基金,後收月配,對沖南非幣,0074B071,3385,2G28,3B54,X,●,●,X,X,◎77W,37BW,●,NP027,04100073
高盛氣候與環境永續基金,前收累積,美元,00740008,3312,1G50,3B05,X,8604,00270009,X,●,63C,3704,0421,NN042,04100013
高盛氣候與環境永續基金,前收累積,歐元,●,3311,1G49,3B04,X,8609,●,X,●,63D,●,0422,NN043,●
高盛氣候與環境永續基金,後收累積,美元,●,3361,2G50,3B51,X,8127,00330004,X,X,◎67Z,37BD,0441,NP040,04100075
高盛全球環境轉型基金,前收累積,美元,00740003,3315,●,3B08,X,8601,00270004,X,●,63F,3703,0407,NN044,04100012
高盛全球環境轉型基金,前收累積,歐元,00740004,3314,●,3B07,X,8610,●,X,●,63G,●,0408,NN045,●
高盛全球環境轉型基金,後收累積,美元,0074B063,3374,●,●,X,8126,00330001,X,X,◎67W,37BC,0440,NP041,04100076
高盛新興市場債券基金,前收累積,美元,00740030,3332,1G23,3B34,X,8620,00270021,X,V,78P,3718,0436,NN024,04100005
高盛新興市場債券基金,前收月配,美元,00740029,3334,1G21,3B24,X,8619,00270022,X,V,882,3719,0439,NN025,04100006
高盛新興市場債券基金,前收年配,美元,●,●,◎1G22,●,X,●,●,X,V,●,●,◎0438,●,●
高盛新興市場債券基金,前收累積,對沖歐元,●,3333,1G24,3B35,X,8621,●,X,●,881,3748,0437,NN023,04100058
高盛新興市場債券基金,前收月配,對沖澳幣,00740033,3342,1G25,3B17,X,8623,00270024,X,●,68R,3720,0456,NN026,04100007
高盛新興市場債券基金,前收月配,對沖南非幣,00740052,3353,1G34,3B25,X,8634,●,X,●,78X,3731,●,NN059,04100035
高盛新興市場債券基金,後收累積,美元,0074B056,3367,2G23,3B67,X,8108,00330009,X,X,◎71C,37BL,0450,NP009,04100047
高盛新興市場債券基金,後收累積,對沖歐元,0074B054,3366,2G24,3B68,X,8109,●,X,X,◎68T,37BZ,●,NP011,04100050
高盛新興市場債券基金,後收月配,美元,0074B055,3368,2G21,3B55,X,8107,00330010,X,X,◎68C,37BM,0451,NP010,04100048
高盛新興市場債券基金,後收月配,對沖澳幣,0074B058,3378,2G25,3B56,X,8111,00330014,X,X,◎68Z,37BN,0458,NP012,04100049
高盛新興市場債券基金,後收月配,對沖南非幣,0074B083,3389,2G34,3B60,X,8119,●,X,X,◎79A,37BX,●,NP013,04100051
高盛新興市場增強股票基金,前收累積,美元,00740007,3313,1G01,3B06,X,8603,00270008,X,●,63E,3701,0420,NN057,04100065
高盛新興市場增強股票基金,後收累積,美元,●,3375,◎2G01,3B71,X,●,00330003,X,X,◎67Y,37BA,◎0442,NP035,04100083
高盛新興高股息基金,前收累積,美元,●,◎3331,X,●,X,●,●,X,●,68U,●,X,NN068,04100085
高盛新興高股息基金,前收月配,美元,X,●,X,●,X,●,●,X,●,86J,●,X,NN069,04100086
高盛新興高股息基金,後收累積,美元,X,●,X,●,X,●,●,X,X,◎86K,●,X,NP018,04100087
高盛新興高股息基金,後收月配,美元,X,●,X,●,X,●,●,X,X,◎86L,●,X,NP019,04100088
高盛旗艦多元資產基金,前收累積,對沖美元,00740047,33A3,◎1G41,3B31,X,8641,00270032,X,●,80M,3740,●,NN028,04100032
高盛旗艦多元資產基金,前收累積,歐元,00740049,33A2,◎1G40,●,X,8640,●,X,●,80L,3741,●,NN027,04100062
高盛旗艦多元資產基金,前收月配,對沖美元,00740048,33A4,1G42,3B32,X,8642,00270033,X,●,80N,3742,●,NN029,04100033
高盛旗艦多元資產基金,前收月配,對沖澳幣,00740050,33A5,◎1G43,3B33,X,8643,●,X,●,80O,3743,●,NN030,04100034
高盛旗艦多元資產基金,後收月配,對沖美元,0074B079,3396,2G42,3B65,X,8124,00330022,X,X,84L,37FE,●,NP022,04100063
高盛旗艦多元資產基金,後收月配,對沖澳幣,0074B080,3397,2G43,3B66,X,8125,00330023,X,X,84M,37FF,●,NP023,04100064
高盛歐元高股息基金,前收累積,歐元,00740039,3305,1G04,●,X,●,00270025,X,●,62Y,3708,0409,NN008,04100021
高盛歐元高股息基金,前收月配,歐元,00740040,3350,1G31,●,X,8636,00270026,X,●,73E,3728,0464,NN006,04100027
高盛歐元高股息基金,前收月配,對沖美元,00740041,3352,1G33,●,X,8633,00270027,X,●,75B,3730,0463,NN007,04100028
高盛歐元高股息基金,前收月配,對沖澳幣,00740042,3351,1G32,●,X,8644,00270028,X,●,73F,3729,0465,NN005,04100038
高盛歐元高股息基金,後收月配,對沖美元,0074B067,3387,◎2G33,●,X,8118,00330017,X,X,◎75A,37BR,0466,NP034,04100078
高盛歐元高股息基金,後收月配,歐元,0074B078,3386,2G31,●,X,8122,00330019,X,X,◎84H,37BS,0467,NP033,04100080
高盛歐元高股息基金,後收月配,對沖澳幣,0074B074,3388,2G32,●,X,8121,00330018,X,X,◎78Z,37BT,0468,NP032,04100079
高盛歐洲股票基金,前收累積,歐元,●,3306,1G03,3B29,X,●,00270029,X,●,62Z,◎3707,0410,NN009,●
高盛環球非投資等級債券基金,前收累積,美元,00740013,3325,1G10,●,X,8612,00270017,X,V,64J,3710,0428,NN033,04100001
高盛環球非投資等級債券基金,前收累積,對沖歐元,00740009,3317,1G05,●,X,●,●,X,●,63H,●,◎0430,NN031,04100101
高盛環球非投資等級債券基金,前收月配,美元,00740012,3354,1G11,3B11,X,8613,00270016,X,V,64K,3711,0429,NN034,●
高盛環球非投資等級債券基金,前收月配,對沖美元,00740044,3326,1G35,3B28,X,8635,00270030,X,V,79J,3732,0469,NN035,04100100
高盛環球非投資等級債券基金,前收月配,對沖歐元,00740011,3318,1G06,3B10,X,8611,00270011,X,●,63I,3709,0431,NN032,04100004
高盛環球非投資等級債券基金,前收月配,對沖澳幣,00740032,3339,2G19,3B16,X,8624,00270023,X,●,68S,3721,0453,NN036,04100003
高盛環球非投資等級債券基金,前收月配,對沖南非幣,00740054,33A9,1G47,3B47,X,8645,●,X,●,89L,3754,●,NN062,●
高盛環球非投資等級債券基金,後收月配,美元,0074B052,3390,2G11,3B57,X,8103,00330012,X,X,◎68E,37BF,0445,NP014,●
高盛環球非投資等級債券基金,後收月配,對沖美元,0074B072,3364,2G35,3B64,X,8120,00330020,X,X,◎79K,37BY,0471,NP015,04100054
高盛環球非投資等級債券基金,後收月配,對沖澳幣,0074B057,3377,1G19,3B59,X,8110,00330013,X,X,◎68Y,37BO,0457,NP016,04100057
高盛環球非投資等級債券基金,後收月配,對沖南非幣,0074B084,3399,2G47,3B77,X,8128,●,X,X,◎89N,37FL,●,NP017,●
高盛環球高股息基金,前收累積,美元,00740005,3310,1G08,3B41,X,8626,●,X,●,●,●,0414,NN013,04100019
高盛環球高股息基金,前收累積,歐元,00740006,3309,◎1G09,3B43,X,8629,●,X,●,63B,●,0413,NN012,●
高盛環球高股息基金,前收月配,美元,00740043,3345,1G29,3B42,X,8627,●,X,●,72A,●,●,NN011,04100023
高盛環球高股息基金,前收月配,對沖澳幣,●,3346,1G30,3B44,X,8628,●,X,●,72B,●,0480,NN010,04100024
高盛環球高股息基金,後收月配,美元,0074B073,3381,2G29,3B73,X,8117,●,X,X,◎74Z,●,0481,NP020,04100081
高盛環球高股息基金,後收月配,對沖澳幣,●,3382,◎2G30,3B74,X,●,●,X,X,◎77X,●,0482,NP021,04100082
高盛邊境市場債券基金,前收累積,美元,X,●,X,●,X,●,X,X,●,●,●,X,NN063,04100090
高盛邊境市場債券基金,前收累積,對沖歐元,X,●,X,●,X,●,X,X,●,●,●,X,NN065,04100089
高盛邊境市場債券基金,前收月配,美元,X,●,X,●,X,●,X,X,●,●,●,X,NN064,04100091
高盛邊境市場債券基金,前收月配,對沖澳幣,X,●,X,●,X,●,X,X,●,●,●,X,NN066,04100092
高盛邊境市場債券基金,前收月配,對沖南非幣,X,●,X,●,X,●,X,X,●,●,●,X,NN067,04100093
高盛邊境市場債券基金,後收累積,美元,X,●,X,●,X,●,X,X,X,●,●,X,NP028,04100094
高盛邊境市場債券基金,後收月配,美元,X,●,X,●,X,●,X,X,X,●,●,X,NP029,04100095
高盛邊境市場債券基金,後收月配,對沖澳幣,X,●,X,●,X,●,X,X,X,●,●,X,NP030,04100096
高盛邊境市場債券基金,後收月配,對沖南非幣,X,●,X,●,X,●,X,X,X,●,●,X,NP031,04100097
高盛全球永續股票基金,前收累積,美元,00740055,●,●,●,X,X,●,X,●,04Z,X,●,NN073,04100110
